time_s,charge_C,current_A,position_m,velocity_ms,force_N,inductance_H,power_W,energy_capacitor_J,energy_kinetic_J
0.0,180.0,0.0,-0.1,0.0,0.0,0.0023083340460562417,0.0,32400.0,0.0
1.279247771946627e-06,179.99999987239426,0.19949827898879785,-0.09999999999999998,6.808993629746079e-11,0.0,0.0023083340460562426,71.81938038505297,32399.999954061932,3.69954723322186e-21
2.558495543893254e-06,179.99999948959217,0.3989787725284599,-0.09999999999999964,5.446830693073523e-10,0.0,0.0023083340460562465,143.6323577029618,32399.99981625318,2.367393619835896e-19
3.837743315839881e-06,179.99999885161645,0.5984414819217184,-0.09999999999999823,1.8381824469937443e-09,0.0,0.0023083340460562647,215.43893211733794,32399.999586581926,2.6962487082745013e-18
5.116991087786508e-06,179.9999979584899,0.797886408471209,-0.09999999999999443,4.356881882691188e-09,0.0,0.0023083340460563133,287.2391037918489,32399.99926505637,1.5147267427428925e-17
6.396238859733135e-06,179.99999681023522,0.9973135534794674,-0.0999999999999864,8.508965975510437e-09,0.0,0.002308334046056415,359.03287289021694,32399.99885168469,5.777451319843309e-17
7.675486631679762e-06,179.9999954068752,1.196722918248927,-0.09999999999997179,1.4702510130743149e-08,0.0,0.002308334046056602,430.8202395762183,32399.998346475095,1.724907042623708e-16
8.954734403626389e-06,179.99999374843256,1.3961145040819167,-0.09999999999994774,2.334548058026406e-08,0.0,0.0023083340460569087,502.6012040136821,32399.99774943576,4.348989487219749e-16
1.0233982175573016e-05,179.99999183493006,1.5954883122806551,-0.09999999999991084,3.4845734402921755e-08,0.0,0.00230833404605738,574.3757663664885,32399.997060574886,9.689067129368905e-16
1.1513229947519643e-05,179.9999896663904,1.7948443441472521,-0.09999999999985719,4.961101954493303e-08,0.0,0.002308334046058065,646.1439267985693,32399.996279900653,1.9639888829449164e-15
1.279247771946627e-05,179.99998724283637,1.9941826009837025,-0.09999999999978235,6.804897484027479e-08,0.0,0.0023083340460590207,717.9056854739054,32399.995407421255,3.6950974342481486e-15
1.4071725491412898e-05,179.99998456429068,2.193503084091884,-0.09999999999968134,9.056713003106767e-08,0.0,0.00230833404606031,789.6610425565262,32399.994443144886,6.54521522671032e-15
1.5350973263359523e-05,179.99998163077606,2.392805794773555,-0.0999999999995487,1.1757290578795586e-07,0.0,0.0023083340460620036,861.4099982105089,32399.99338707972,1.103055144271917e-14
1.6630221035306152e-05,179.9999784423153,2.5920907343303523,-0.09999999999937843,1.4947361373048678e-07,0.0,0.002308334046064177,933.1525525999773,32399.992239233972,1.7828376188175048e-14
1.7909468807252778e-05,179.99997499893107,2.7913579040637853,-0.09999999999916402,1.8667645644748908e-07,0.0,0.002308334046066915,1004.8887058890999,32399.99099961581,2.78074917772731e-14
1.9188716579199407e-05,179.9999713006461,2.9906073052752364,-0.09999999999889839,2.2958852751743843e-07,0.0,0.002308334046070306,1076.6184582420904,32399.989668233422,4.2061338223448384e-14
2.0467964351146032e-05,179.99996734748316,3.189838939265957,-0.09999999999857401,2.7861681152882566e-07,0.0,0.002308334046074448,1148.3418098232053,32399.988245095006,6.194373046026321e-14
2.1747212123092658e-05,179.99996313946497,3.389052807337064,-0.09999999999818278,3.3416818410052276e-07,0.0,0.0023083340460794428,1220.0587607967434,32399.986730208748,8.910722481741792e-14
2.3026459895039287e-05,179.99995867661423,3.588248910789538,-0.0999999999977161,3.9664941190214216e-07,0.0,0.002308334046085401,1291.7693113270457,32399.98512358283,1.2554411227846753e-13
