time_s,charge_C,current_A,position_m,velocity_ms,force_N,inductance_H,power_W,energy_capacitor_J,energy_kinetic_J
0.0,250.0,3279.2837436717145,-0.1,93.15022602809775,0.0,0.0006096520074283099,1639641.8718358572,62500.0,6923.896173105973
1.2207076373496913e-07,249.9995997022638,3279.1701240045513,-0.09998862901359178,93.15132660940466,0.0,0.0006096823407993728,1639582.4367135211,62499.79985129213,6924.05978743181
2.4414152746993827e-07,249.9991994183968,3279.056510863003,-0.09997725789283773,93.15242714429684,0.0,0.0006097126837279843,1639523.0051268646,62499.599709839335,6924.22339679054
3.6621229120490743e-07,249.9987991483984,3278.942901781888,-0.09996588663774245,93.15352764936061,0.0,0.0006097430362172711,1639463.5758432737,62499.39957564125,6924.387003647748
4.882830549398765e-07,249.99839889226823,3278.829294361299,-0.0999545152483086,93.15462814074284,0.0,0.0006097733982703653,1639404.147662781,62499.19944869766,6924.550610403794
6.103538186748456e-07,249.99799865000622,3278.715686266606,-0.09994314372453697,93.15572863415093,0.0,0.0006098037698904042,1639344.7194180666,62498.99932900851,6924.714219393818
7.324245824098149e-07,249.9975984216126,3278.6020752284535,-0.09993177206642645,93.15682914485275,0.0,0.0006098341510805299,1639285.2899744571,62498.799216573876,6924.877832887729
8.54495346144784e-07,249.99719820708782,3278.4884590427614,-0.09992040027397403,93.15792968767668,0.0,0.0006098645418438904,1639225.8582299263,62498.59911139395,6925.041453090199
9.76566109879753e-07,249.99679800643267,3278.374835570726,-0.09990902834717484,93.15903027701165,0.0,0.0006098949421836385,1639166.4231150935,62498.3990134691,6925.205082140671
1.0986368736147223e-06,249.9963978196482,3278.2612027387654,-0.09989765628602226,93.1601309268075,0.0,0.0006099253521029323,1639106.9835931975,62498.1989227998,6925.368722113402
1.2207076373496913e-06,249.99599764673565,3278.147558538467,-0.09988628409050818,93.16123165057536,0.0,0.0006099557716049336,1639047.5386600695,62497.99883938665,6925.53237501753
1.3427784010846605e-06,249.99559748769653,3278.033901026667,-0.09987491176062262,93.16233246138714,0.0,0.0006099862006928097,1638988.0873441726,62497.79876323038,6925.696042796976
1.4648491648196297e-06,249.9951973425326,3277.920228325337,-0.09986353929635419,93.16343337187628,0.0,0.000610016639369732,1638928.6287065444,62497.59869433182,6925.859727330561
1.5869199285545987e-06,249.99479721124578,3277.8065386215794,-0.09985216669769008,93.16453439423786,0.0,0.0006100470876388758,1638869.1618407944,62497.398632691904,6926.023430432023
1.708990692289568e-06,249.9943970938383,3277.6928301676294,-0.09984079396461597,93.16563554022854,0.0,0.0006100775455034207,1638809.6858731061,62497.198578311705,6926.187153849993
1.831061456024537e-06,249.9939969903125,3277.579101280853,-0.09982942109711611,93.16673682116657,0.0,0.0006101080129665504,1638750.1999622334,62496.998531192374,6926.3508992680045
1.953132219759506e-06,249.99359690067098,3277.4653503437503,-0.09981804809517329,93.1678382479318,0.0,0.0006101384900314529,1638690.7032995038,62496.79849133517,6926.514668304482
2.0752029834944754e-06,249.99319682491654,3277.3515758039202,-0.09980667495876898,93.16893983096595,0.0,0.0006101689767013198,1638631.1951087995,62496.59845874146,6926.678462512781
2.1972737472294446e-06,249.99279676305218,3277.2377761739713,-0.09979530168788356,93.17004158027324,0.0,0.0006101994729793459,1638571.6746465133,62496.398433412716,6926.842283381277
2.3193445109644134e-06,249.99239671508107,3277.12395003163,-0.09978392828249605,93.17114350541962,0.0,0.0006102299788687299,1638512.1412016016,62496.198415350475,6927.006132333251
2.4414152746993826e-06,249.99199668100647,3277.0100960196223,-0.0997725547425844,93.17224561553363,0.0,0.0006102604943726739,1638452.5940955242,62495.99840455635,6927.170010727005
2.5634860384343518e-06,249.9915966608319,3276.8962128456624,-0.09976118106812557,93.1733479193065,0.0,0.0006102910194943829,1638393.0326822407,62495.79840103206,6927.333919855884
