time_s,charge_C,current_A,position_m,velocity_ms,force_N,inductance_H,power_W,energy_capacitor_J,energy_kinetic_J
0.0,250.0,3279.2837436717145,-0.1,66.56919764582821,0.0,0.0006096520074283099,1639641.8718358572,62500.0,3536.139305684527
1.5840858054094373e-07,249.99948054019464,3279.196909884177,-0.0999894547547721,66.57062585684487,0.0,0.0006096801377332064,1639595.0481201112,62499.74027036716,3536.291039743758
3.1681716108188747e-07,249.99896109414425,3279.1100786542547,-0.0999789092833068,66.5720540266841,0.0,0.000609708276553171,1639548.2259538027,62499.48054815145,3536.4427726834806
4.7522574162283117e-07,249.9984416618486,3279.023248010143,-0.09996836358560914,66.57348217390926,0.0,0.0006097364238909427,1639501.4043510181,62499.220833352716,3536.594506475702
6.336343221637749e-07,249.99792224330776,3278.936416028179,-0.09995781766168127,66.57491031662974,0.0,0.0006097645797492692,1639454.5823499258,62498.96112597095,3536.7462430443647
7.920429027047187e-07,249.99740283852208,3278.8495808328435,-0.09994727151152259,66.57633847250106,0.0,0.0006097927441309052,1639407.7590127753,62498.701426006286,3536.8979842653534
9.504514832456623e-07,249.99688344749222,3278.762740596762,-0.09993672513512963,66.57776665872478,0.0,0.0006098209170386137,1639360.9334258977,62498.44173345901,3537.0497319664782
1.1088600637866062e-06,249.9963640702191,3278.6758935406965,-0.09992617853249619,66.5791948920486,0.0,0.0006098490984751652,1639314.1046997018,62498.18204832954,3537.201487927481
1.2672686443275499e-06,249.99584470670396,3278.58903793353,-0.09991563170361352,66.58062318876665,0.0,0.0006098772884433376,1639267.2719686655,62497.92237061844,3537.3532538800614
1.4256772248684935e-06,249.99532535694829,3278.5021720922746,-0.09990508464847027,66.5820515647193,0.0,0.0006099054869459157,1639220.4343913398,62497.66270032643,3537.5050315078493
1.5840858054094374e-06,249.99480602095383,3278.415294382051,-0.09989453736705269,66.58348003529352,0.0,0.0006099336939856912,1639173.591150338,62497.403037454336,3537.656822446446
1.742494385950381e-06,249.9942866987226,3278.3284032160864,-0.09988398985934467,66.58490861542282,0.0,0.0006099619095654622,1639126.7414523354,62497.14338200311,3537.808628283397
1.9009029664913247e-06,249.9937673902568,3278.2414970557174,-0.09987344212532773,66.58633731958729,0.0,0.0006099901336880342,1639079.8845280686,62496.883733973824,3537.9604505582074
2.0593115470322685e-06,249.993248095559,3278.1545744103864,-0.09986289416498102,66.5877661618136,0.0,0.000610018366356219,1639033.0196323348,62496.62409336772,3538.1122907623285
2.2177201275732124e-06,249.9927288146319,3278.067633837622,-0.09985234597828162,66.58919515567533,0.0,0.0006100466075728336,1638986.1460439814,62496.36446018609,3538.2641503391856
2.376128708114156e-06,249.99220954747844,3277.9806739430473,-0.0998417975652044,66.59062431429275,0.0,0.0006100748573407025,1638939.2630659097,62496.10483443037,3538.4160306841595
2.5345372886550997e-06,249.9916902941018,3277.8936933803625,-0.09983124892572225,66.59205365033317,0.0,0.0006101031156626554,1638892.3700250662,62495.84521610211,3538.567933144605
2.6929458691960436e-06,249.99117105450534,3277.806690851339,-0.09982070005980617,66.59348317601096,0.0,0.000610131382541527,1638845.4662724384,62495.58560520295,3538.7198590198605
2.851354449736987e-06,249.99065182869265,3277.7196651058216,-0.09981015096742522,66.59491290308755,0.0,0.0006101596579801582,1638798.551183057,62495.32600173463,3538.8718095612335
3.009763030277931e-06,249.9901326166675,3277.632614941725,-0.09979960164854655,66.5963428428714,0.0,0.000610187941981395,1638751.624155993,62495.066405699,3539.023785971999
3.1681716108188748e-06,249.98961341843386,3277.545539205022,-0.09978905210313559,66.59777300621829,0.0,0.000610216234548089,1638704.6846143517,62494.806817098004,3539.1757894074217
3.326580191359818e-06,249.98909423399587,3277.45843678974,-0.09977850233115602,66.59920340353126,0.0,0.0006102445356830958,1638657.7320052702,62494.54723593367,3539.3278209747423
3.484988771900762e-06,249.9885750633578,3277.3713066379546,-0.09976795233257003,66.6006340447608,0.0,0.0006102728453892768,1638610.7657999147,62494.28766220809,3539.4798817331975
3.643397352441706e-06,249.9880559065242,3277.284147739777,-0.09975740210733823,66.60206493940487,0.0,0.0006103011636694971,1638563.7854934738,62494.02809592347,3539.631972694017
3.8018059329826494e-06,249.98753676349966,3277.1969591333536,-0.09974685165541984,66.60349609650906,0.0,0.0006103294905266259,1638516.7906051571,62493.7685370821,3539.7840948204303
3.960214513523594e-06,249.98701763428892,3277.109739904867,-0.09973630097677255,66.6049275246665,0.0,0.0006103578259635376,1638469.780678196,62493.508985686276,3539.9362490276526
