time_s,charge_C,current_A,position_m,velocity_ms,force_N,inductance_H,power_W,energy_capacitor_J,energy_kinetic_J
0.0,180.0,1118.8977009621103,-0.1,53.884253883673885,0.0,0.0023083340460562417,402803.1723463597,32400.0,2316.895617895205
2.433348168845029e-07,179.99972774082622,1118.8352910037152,-0.09998688793624977,53.885476036313435,0.0,0.0023085014737951283,402780.0955349936,32399.90198677156,2317.000718439529
4.866696337690057e-07,179.99945549683815,1118.7728873995331,-0.09997377557512073,53.88669808065733,0.0,0.0023086689492439177,402757.02111308277,32399.80397915822,2317.105812054282
7.300044506535086e-07,179.99918326803441,1118.710489129452,-0.09996066291663736,53.887920032043475,0.0,0.0023088364724168898,402733.9487133693,32399.70597715944,2317.210900057907
9.733392675380115e-07,179.99891105441378,1118.6480951993926,-0.09994754996082049,53.88914190541736,0.0,0.0023090040433283703,402710.87797796977,32399.607980774763,2317.315983735219
1.2166740844225144e-06,179.99863885597532,1118.5857046413025,-0.09993443670768729,53.89036371533223,0.0,0.0023091716619927333,402687.80855837296,32399.509990003826,2317.4210643374136
1.4600089013070172e-06,179.99836667271836,1118.5233165131453,-0.09992132315725147,53.89158547594926,0.0,0.002309339328424398,402664.7401154363,32399.412004846366,2317.5261430820797
1.7033437181915201e-06,179.99809450464238,1118.4609298988883,-0.09990820930952335,53.89280720103782,0.0,0.002309507042637831,402641.67231938057,32399.31402530217,2317.6312211532163
1.946678535076023e-06,179.99782235174715,1118.3985439084947,-0.09989509516450995,53.89402890397561,0.0,0.0023096748046475394,402618.60484978784,32399.216051371124,2317.7362997012447
2.190013351960526e-06,179.99755021403263,1118.3361576779196,-0.09988198072221507,53.89525059774875,0.0,0.0023098426144680753,402595.5373955993,32399.118083053196,2317.8413798430074
2.4333481688450287e-06,179.99727809149897,1118.2737703690964,-0.09986886598263939,53.896472294952034,0.0,0.0023100104721140305,402572.4696551106,32399.020120348414,2317.9464626617896
2.6766829857295314e-06,179.9970059841465,1118.2113811699278,-0.09985575094578056,53.897694007789134,0.0,0.0023101783776000397,402549.40133596846,32398.922163256873,2318.0515492073314
2.9200178026140345e-06,179.99673389197582,1118.1489892942752,-0.0998426356116334,53.89891574807276,0.0,0.002310346330940773,402526.3321551668,32398.824211778756,2318.156640495837
3.1633526194985376e-06,179.99646181498767,1118.0865939819553,-0.09982951998018977,53.90013752722476,0.0,0.0023105143321509414,402503.26183904527,32398.726265914313,2318.261737509982
3.4066874363830402e-06,179.99618975318296,1118.0241944987274,-0.09981640405143888,53.90135935627635,0.0,0.0023106823812452915,402480.19012328493,32398.628325663845,2318.3668411989283
3.650022253267543e-06,179.99591770656278,1117.9617901362851,-0.09980328782536727,53.90258124586831,0.0,0.0023108504782386064,402457.1167529048,32398.53039102772,2318.4719524783345
3.893357070152046e-06,179.99564567512843,1117.8993802122422,-0.099790171301959,53.90380320625119,0.0,0.0023110186231457015,402434.04148225684,32398.432462006378,2318.577072230374
4.136691887036549e-06,179.99537365888133,1117.8369640701335,-0.0997770544811956,53.905025247285366,0.0,0.0023111868159814276,402410.9640750264,32398.334538600313,2318.6822013037336
4.380026703921052e-06,179.99510165782308,1117.7745410793993,-0.09976393736305629,53.90624737844129,0.0,0.002311355056760667,402387.8843042261,32398.23662081007,2318.7873405136315
4.623361520805554e-06,179.9948296719554,1117.712110635378,-0.09975081994751801,53.90746960879967,0.0,0.002311523345498332,402364.8019521932,32398.13870863623,2318.8924906418297
4.8666963376900575e-06,179.9945577012802,1117.649672159293,-0.09973770223455561,53.9086919470517,0.0,0.0023116916822093657,402341.7168105855,32398.040802079486,2318.9976524366484
5.110031154574561e-06,179.99428574579946,1117.5872250982504,-0.09972458422414177,53.90991440149909,0.0,0.002311860066908739,402318.6286803792,32397.94290114051,2319.1028266129683
5.353365971459063e-06,179.99401380551538,1117.5247689252276,-0.09971146591624724,53.91113698005433,0.0,0.0023120284996114514,402295.5373718656,32397.84500582006,2319.208013852245
5.596700788343566e-06,179.99374188043024,1117.4623031390634,-0.09969834731084093,53.91235969024086,0.0,0.002312196980332527,402272.4427046473,32397.747116118946,2319.313214802523
5.840035605228069e-06,179.99346997054639,1117.3998272644446,-0.0996852284078899,53.91358253919331,0.0,0.002312365509087015,402249.34450763307,32397.649232037984,2319.41843007845
6.083370422112572e-06,179.99319807586636,1117.3373408519046,-0.09967210920735961,53.91480553365754,0.0,0.0023125340858899885,402226.24261903734,32397.551353578063,2319.5236602612813
6.326705238997075e-06,179.9929261963928,1117.274843477812,-0.09965898970921382,53.9160286799909,0.0,0.002312702710756546,402203.1368863763,32397.453480740107,2319.6289058988923
6.570040055881577e-06,179.99265433212838,1117.2123347443608,-0.09964586991341483,53.917251984162355,0.0,0.0023128713837018023,402180.02716646367,32397.355613525055,2319.7341675057896
6.8133748727660805e-06,179.99238248307594,1117.1498142795565,-0.09963274981992358,53.91847545175277,0.0,0.0023130401047408975,402156.9133254064,32397.257751933903,2319.83944556313
7.056709689650584e-06,179.99211064923838,1117.0872817372147,-0.09961962942869967,53.919699087954974,0.0,0.0023132088738889865,402133.7952386034,32397.159895967674,2319.9447405187248
7.300044506535086e-06,179.99183883061866,1117.0247367969491,-0.09960650873970146,53.92092289757396,0.0,0.0023133776911612447,402110.6727907414,32397.062045627405,2320.0500527870486
7.543379323419589e-06,179.99156702721984,1116.9621791641637,-0.09959338775288619,53.92214688502703,0.0,0.0023135465565728643,402087.5458757922,32396.964200914175,2320.1553827492517
7.786714140304092e-06,179.99129523904506,1116.8996085700376,-0.09958026646821012,53.923371054344116,0.0,0.00231371547013905,402064.41439700697,32396.866361829085,2320.260730753183
8.030048957188595e-06,179.99102346609746,1116.8370247715222,-0.09956714488562855,53.92459540916781,0.0,0.0023138844318750245,402041.27826691506,32396.768528373246,2320.3660971133886
8.273383774073098e-06,179.99075170838032,1116.7744275513317,-0.0995540230050959,53.92581995275355,0.0,0.002314053441796022,402018.1374073206,32396.670700547813,2320.4714821111247
8.516718590957601e-06,179.9904799658969,1116.7118167179335,-0.0995409008265659,53.92704468796981,0.0,0.002314222499917287,401994.99174929905,32396.57287835393,2320.5768859943687
8.760053407842104e-06,179.99020823865055,1116.6491921055347,-0.0995277783499916,53.92826961729839,0.0,0.0023143916062540776,401971.8412331922,32396.47506179279,2320.6823089778413
9.003388224726606e-06,179.98993652664467,1116.5865535740763,-0.09951465557532554,53.92949474283445,0.0,0.00231456076082166,401948.68580860586,32396.37725086558,2320.787751243007
9.246723041611109e-06,179.9896648298826,1116.5239010092275,-0.09950153250251972,53.9307200662867,0.0,0.0023147299636353063,401925.52543440775,32396.279445573477,2320.8932129380833
9.490057858495612e-06,179.9893931483678,1116.461234322373,-0.09948840913152582,53.93194558897761,0.0,0.0023148992147103017,401902.36007872317,32396.181645917713,2320.998694178059
9.733392675380115e-06,179.98912148210374,1116.3985534506012,-0.09947528546229524,53.93317131184365,0.0,0.0023150685140619297,401879.1897189303,32396.083851899497,2321.1041950447075
9.976727492264618e-06,179.98884983109383,1116.3358583566971,-0.09946216149477921,53.93439723543539,0.0,0.002315237861705485,401856.0143416576,32395.986063520046,2321.209715586594
1.0220062309149121e-05,179.98857819534155,1116.273149029138,-0.09944903722892884,53.935623359917635,0.0,0.0023154072576562607,401832.8339427823,32395.88828078058,2321.3152558190836
1.0463397126033624e-05,179.98830657485036,1116.2104254820795,-0.09943591266469526,53.93684968506966,0.0,0.002315576701929557,401809.64852742536,32395.79050368232,2321.420815724355
1.0706731942918126e-05,179.98803496962373,1116.1476877553448,-0.0994227878020297,53.938076210285445,0.0,0.002315746194540672,401786.4581099473,32395.692732226493,2321.5263952514197
1.0950066759802629e-05,179.98776337966507,1116.0849359144167,-0.09940966264088363,53.93930293457378,0.0,0.0023159157355049013,401763.2627139454,32395.5949664143,2321.631994316126
1.1193401576687132e-05,179.98749180497785,1116.0221700501222,-0.09939653718120875,53.94052985656309,0.0,0.0023160853248375443,401740.06237213995,32395.497206246968,2321.737612801571
1.1436736393571635e-05,179.98722024556542,1115.95939027688,-0.09938341142295715,53.941756974527735,0.0,0.0023162549625539213,401716.8571257434,32395.399451725676,2321.843250560361
1.1680071210456138e-05,179.9869487014312,1115.896596713009,-0.09937028536608136,53.94298428668371,0.0,0.002316424648669407,401693.6470173721,32395.301702851626,2321.9489074400635
1.1923406027340641e-05,179.9866771725785,1115.8337894704314,-0.09935715901053432,53.94421179134321,0.0,0.0023165943831993763,401670.43208733894,32395.203959625993,2322.054583296515
1.2166740844225144e-05,179.98640565901064,1115.7709686544804,-0.09934403235626942,53.945439486917486,0.0,0.002316764166159203,401647.2123735851,32395.106222049937,2322.160277994068
1.2410075661109647e-05,179.9861341607309,1115.7081343634563,-0.09933090540324035,53.946667371923525,0.0,0.00231693399756426,401623.98791151965,32395.008490124623,2322.2659914061633
1.265341047799415e-05,179.98586267774257,1115.6452866887475,-0.09931777815140122,53.94789544498223,0.0,0.002317103877429916,401600.7587340633,32394.910763851207,2322.37172341518
1.2896745294878652e-05,179.9855912100489,1115.5824257148447,-0.0993046506007064,53.94912370481817,0.0,0.0023172738057715375,401577.5248716536,32394.813043230835,2322.4774739124096
1.3140080111763155e-05,179.9853197576531,1115.519551519335,-0.09929152275111057,53.950352150259675,0.0,0.0023174437826044923,401554.2863522426,32394.71532826463,2322.583242798069
1.3383414928647658e-05,179.98504832055835,1115.4566641729052,-0.09927839460256874,53.951580780238764,0.0,0.0023176138079441435,401531.04320129834,32394.617618953725,2322.689029981294
1.3626749745532161e-05,179.9847768987679,1115.3937637393442,-0.09926526615503611,53.95280959379112,0.0,0.002317783881805855,401507.7954418058,32394.519915299257,2322.794835380138
1.3870084562416664e-05,179.9845054922849,1115.3308502755465,-0.09925213740846811,53.95403859005601,0.0,0.00231795400420499,401484.5430942678,32394.422217302337,2322.9006589215655
1.4113419379301167e-05,179.98423410111252,1115.2679238315125,-0.09923900836282036,53.95526776827625,0.0,0.0023181241751569124,401461.2861767053,32394.324524964075,2323.0065005414526
1.435675419618567e-05,179.9839627252539,1115.2049844503524,-0.0992258790180487,53.95649712779819,0.0,0.002318294394676983,401438.0247046591,32394.22683828558,2323.1123601845834
1.4600089013070172e-05,179.9836913647122,1115.142032168288,-0.09921274937410907,53.957726668071615,0.0,0.002318464662780567,401414.7586911903,32394.129157267977,2323.218237804645
1.4843423829954675e-05,179.98342001949055,1115.079067014657,-0.09919961943095752,53.958956388649746,0.0,0.002318634979483027,401391.48814688134,32394.031481912352,2323.324133364227
1.5086758646839178e-05,179.98314868959207,1115.0160890119125,-0.09918648918855023,53.96018628918913,0.0,0.0023188053447997297,401368.213079837,32393.93381221981,2323.4300468348133
1.5330093463723683e-05,179.9828773750199,1114.9530981756272,-0.09917335864684347,53.96141636944969,0.0,0.002318975758746039,401344.93349568493,32393.836148191454,2323.535978196789
1.5573428280608184e-05,179.98260607577717,1114.8900945144956,-0.09916022780579349,53.96264662929456,0.0,0.0023191462213373246,401321.64939757687,32393.73848982838,2323.6419274394266
1.5816763097492685e-05,179.98233479186695,1114.8270780303371,-0.09914709666535662,53.96387706869013,0.0,0.0023193167325889566,401298.36078618985,32393.64083713168,2323.7478945608887
1.606009791437719e-05,179.98206352329242,1114.7640487181134,-0.09913396522548916,53.96510768770572,0.0,0.0023194872925163057,401275.06765973225,32393.54319010247,2323.853879568202
1.630343273126169e-05,179.98179227005667,1114.7010065659513,-0.09912083348614736,53.96633848651322,0.0,0.0023196579011347486,401251.7700139522,32393.44554874183,2323.959882477231
1.6546767548146196e-05,179.98152103216285,1114.6379515546553,-0.09910770144728746,53.96756946539444,0.0,0.0023198285584596625,401228.4678419622,32393.347913050875,2324.065903313305
1.6790102365030698e-05,179.98124980961407,1114.5748836589923,-0.0990945691088656,53.96880062472177,0.0,0.002319999264506429,401205.1611347013,32393.250283030706,2324.1719421095613
1.7033437181915203e-05,179.98097860241344,1114.5118028480226,-0.09908143647083781,53.97003196495323,0.0,0.0023201700192904597,401181.84988105437,32393.152658682407,2324.277998906512
1.7276771998799704e-05,179.98070741056418,1114.4487090889652,-0.09906830353316,53.97126348657442,0.0,0.0023203408228272037,401158.534069244,32393.05504000711,2324.3840737470523
1.752010681568421e-05,179.9804362340694,1114.3856023519822,-0.09905517029578799,53.972495190026734,0.0,0.0023205116751321207,401135.2136885519,32392.95742700592,2324.4901666702694
1.776344163256871e-05,179.98016507293227,1114.3224826087564,-0.09904203675867748,53.97372707572868,0.0,0.0023206825762206724,401111.88872880733,32392.859819679947,2324.5962777132872
1.800677644945321e-05,179.97989392715593,1114.2593498328217,-0.0990289029217841,53.97495914407095,0.0,0.002320853526108324,401088.559180506,32392.7622180303,2324.702406910833
1.8250111266337716e-05,179.9796227967436,1114.1962039995617,-0.09901576878506331,53.97619139541641,0.0,0.002321024524810544,401065.2250348094,32392.66462205811,2324.8085542952435
